0,0,0,0,0,0
0,-0.0070756,-0.0025321,0,-0.016374,-0.00070653
0,-0.021227,-0.0075963,0,-0.049122,-0.0021196
0,-0.034078,-0.011953,0,-0.079386,-0.0028188
0,-0.04563,-0.015602,0,-0.10717,-0.0028042
0,-0.054233,-0.018293,0,-0.12905,-0.0027885
0,-0.059889,-0.020024,0,-0.14505,-0.0027715
0,-0.062598,-0.020799,0,-0.15516,-0.0027542
0,-0.06236,-0.020615,0,-0.15938,-0.0027364
0,-0.062055,-0.020423,0,-0.16304,-0.0027184
0,-0.061684,-0.020222,0,-0.16614,-0.0027003
0,-0.061246,-0.020012,0,-0.16869,-0.0026822
0,-0.060741,-0.019794,0,-0.17067,-0.0026641
0,-0.060237,-0.019573,0,-0.17156,-0.0026463
0,-0.059735,-0.019347,0,-0.17134,-0.0026288
0,-0.059231,-0.019117,0,-0.17003,-0.0026113
0,-0.058726,-0.018883,0,-0.16761,-0.002594
0,-0.058217,-0.018648,0,-0.16487,-0.0025765
0,-0.057705,-0.018412,0,-0.16181,-0.002559
0,-0.057188,-0.018173,0,-0.15842,-0.0025411
0,-0.056669,-0.017933,0,-0.15471,-0.0025231
0,-0.056152,-0.017691,0,-0.15112,-0.0025049
0,-0.055639,-0.017449,0,-0.14766,-0.0024866
0,-0.05513,-0.017205,0,-0.14432,-0.0024684
0,-0.054625,-0.016961,0,-0.14111,-0.0024502
0,-0.054121,-0.016717,0,-0.13806,-0.0024319
0,-0.053618,-0.016473,0,-0.13519,-0.0024136
0,-0.053116,-0.016229,0,-0.13248,-0.0023955
0,-0.052614,-0.015984,0,-0.12994,-0.0023774
0,-0.052112,-0.015741,0,-0.12749,-0.0023596
0,-0.05161,-0.015499,0,-0.12513,-0.002342
0,-0.051108,-0.015258,0,-0.12287,-0.0023246
0,-0.050606,-0.015018,0,-0.1207,-0.0023072
0,-0.050106,-0.01478,0,-0.11864,-0.0022898
0,-0.049608,-0.014543,0,-0.1167,-0.0022722
0,-0.049112,-0.014309,0,-0.11487,-0.0022544
0,-0.048619,-0.014076,0,-0.11315,-0.0022364
0,-0.048127,-0.013844,0,-0.11149,-0.0022182
0,-0.047636,-0.013614,0,-0.10989,-0.0021999
0,-0.047147,-0.013385,0,-0.10834,-0.0021816
0,-0.046659,-0.013158,0,-0.10685,-0.0021634
0,-0.046172,-0.012929,0,-0.1054,-0.0021452
0,-0.045688,-0.012701,0,-0.10398,-0.0021269
0,-0.045206,-0.012472,0,-0.10261,-0.0021087
0,-0.044726,-0.012243,0,-0.10127,-0.0020907
0,-0.044249,-0.012012,0,-0.099995,-0.0020729
0,-0.043775,-0.01178,0,-0.098787,-0.0020553
0,-0.043303,-0.011546,0,-0.097642,-0.0020379
0,-0.042834,-0.011311,0,-0.096559,-0.0020205
0,-0.042366,-0.011075,0,-0.095475,-0.002003
0,-0.0419,-0.010838,0,-0.09439,-0.0019855
0,-0.041436,-0.010599,0,-0.093297,-0.0019677
0,-0.040974,-0.010361,0,-0.092197,-0.0019496
0,-0.040509,-0.010121,0,-0.09108,-0.0019315
0,-0.040042,-0.0098814,0,-0.089946,-0.0019132
0,-0.039573,-0.0096408,0,-0.088796,-0.0018949
0,-0.039101,-0.0093993,0,-0.087632,-0.0018767
0,-0.038626,-0.0091574,0,-0.086466,-0.0018584
0,-0.038148,-0.0089152,0,-0.0853,-0.0018402
0,-0.037665,-0.0086727,0,-0.084137,-0.001822
0,-0.037179,-0.0084299,0,-0.082977,-0.0018039
0,-0.036693,-0.0081878,0,-0.08182,-0.0017861
0,-0.036206,-0.0079463,0,-0.080666,-0.0017686
0,-0.035719,-0.0077058,0,-0.079521,-0.0017511
0,-0.035231,-0.0074662,0,-0.078384,-0.0017338
0,-0.034742,-0.0072293,0,-0.077257,-0.0017163
0,-0.034254,-0.0069951,0,-0.076141,-0.0016988
0,-0.033766,-0.0067638,0,-0.075033,-0.001681
0,-0.033279,-0.0065352,0,-0.073934,-0.0016629
0,-0.032792,-0.0063118,0,-0.072838,-0.0016447
0,-0.032304,-0.0060934,0,-0.071746,-0.0016264
0,-0.031816,-0.0058802,0,-0.070659,-0.0016082
0,-0.031326,-0.0056722,0,-0.069576,-0.00159
7.4107e-09,-0.030835,-0.0054724,-1.4059e-08,-0.068496,-0.0015717
2.226e-08,-0.030344,-0.0052807,-4.2115e-08,-0.067418,-0.0015535
4.4602e-08,-0.029853,-0.0050975,-8.5937e-08,-0.066344,-0.0015354
7.453e-08,-0.029363,-0.0049226,-1.4542e-07,-0.065273,-0.0015175
0.0017274,-0.027033,-0.002025,-0.0025282,-0.065685,-0.0035045
