-89.421,-112.48,-13.066,-7.3821,-250.54,-251.1,-224.92,-375.74
-86.658,-110.97,-9.3751,-3.2776,-258.68,-259.46,-220.27,-380.44
-84.79,-110.36,-6.4913,0.30567,-268.01,-269,-216.45,-386.26
-84.343,-110.49,-4.8728,2.8367,-278.73,-280.02,-214.28,-393.58
-84.954,-111.05,-4.2514,4.5469,-290.48,-292.21,-213.93,-402.24
-85.081,-111.52,-3.351,6.2445,-302.22,-304.35,-215.63,-410.91
-84.44,-111.93,-1.9834,7.867,-313.56,-316.01,-219.79,-418.91
-83.419,-112.44,-0.51334,9.317,-325.72,-328.52,-227.27,-427.08
-82.393,-113.22,0.75521,10.489,-338.95,-342.15,-237.78,-435.94
-81.52,-114.14,1.6835,11.211,-352.31,-355.88,-250.28,-444.87
-80.82,-115.1,2.2439,11.417,-365.84,-369.74,-264.08,-453.4
-80.629,-116.29,1.836,11.227,-380.08,-384.57,-277.8,-462.81
-80.989,-117.89,0.32555,10.814,-394.99,-400.33,-291.29,-473.55
-81.151,-119.52,-1.576,10.452,-409.01,-415.43,-303.14,-484.19
-80.714,-120.84,-3.3803,10.201,-421.57,-429.32,-312.83,-493.99
-79.472,-121.49,-4.5496,10.321,-431.98,-441.36,-319.87,-502.63
-77.876,-121.68,-5.4172,10.761,-440.33,-451.59,-324.64,-510.02
-76.645,-121.76,-6.4614,11.509,-447.49,-460.62,-328.91,-516.4
-75.848,-122.1,-7.6566,12.734,-453.85,-468.75,-333.07,-522.17
-75.06,-122.74,-8.5662,14.815,-459.63,-476.06,-337.03,-528.35
-73.985,-123.32,-8.845,17.586,-464.4,-482.1,-340.04,-534.54
-72.723,-123.72,-8.4928,20.512,-467.57,-486.24,-341.9,-539.45
-71.387,-123.97,-8.0529,23.583,-469.07,-488.25,-342.8,-543.07
-70.001,-124.55,-7.9711,27.02,-469.02,-487.98,-343.17,-546.05
-68.644,-125.63,-7.8987,30.813,-467.37,-485.46,-343.24,-548.25
-67.133,-126.95,-7.4329,34.599,-463.61,-480.29,-342.77,-548.3
-65.065,-128.2,-6.6039,38.382,-457.08,-471.88,-341.68,-545.72
-62.271,-128.68,-6.058,42.314,-447.07,-459.65,-340.33,-540.68
-59.002,-128.31,-6.1993,46.427,-433.09,-443.24,-339.25,-533.78
-55.943,-127.35,-6.6173,50.431,-414.95,-422.64,-338.76,-525.19
-53.721,-126.28,-6.614,54.077,-392.53,-397.87,-338.75,-514.55
-52.967,-125.7,-6.1385,56.745,-366.56,-369.69,-338.97,-501.66
-53.705,-125.75,-5.8564,58.051,-337.97,-339.1,-339.15,-486.74
-55.143,-126.41,-5.9817,58.413,-306.89,-307.12,-339.03,-470.15
-56.401,-127.12,-6.2517,58.511,-271.39,-273.49,-338.46,-451.5
-56.994,-127.81,-6.6542,59.028,-227.8,-236.89,-337.58,-428.98
-57.262,-128.75,-7.1477,59.888,-174.54,-196.78,-337.07,-399.54
-57.498,-130.18,-7.4981,60.891,-115.59,-155.57,-337.19,-360.41
-57.503,-132.4,-7.7403,61.917,-59.617,-119.23,-337.28,-312.13
-56.971,-134.97,-8.0783,62.906,-15.814,-93.087,-336.9,-260.07
-55.819,-137.4,-8.2797,63.971,12.403,-77.967,-336.1,-211.38
-54.67,-139.23,-8.5674,64.692,27.027,-70.647,-335.52,-170.27
-54.191,-140.56,-9.7406,64.768,32.065,-67.214,-335.65,-136.43
-54.516,-142.19,-12.809,64.341,29.102,-64.728,-336.39,-107.48
-55.143,-144.54,-17.533,63.697,18.401,-61.757,-337.17,-81.783
-55.712,-148.03,-22.53,63.133,0.40796,-58.235,-337.44,-59.097
-56.39,-152.31,-27.232,62.541,-24.17,-54.804,-337.15,-39.946
-57.82,-156.63,-31.677,61.598,-52.888,-52.81,-336.92,-25.105
-60.274,-160.57,-36.148,60.119,-84.211,-53.337,-337.43,-14.795
-63.492,-164.02,-40.36,58.506,-115.47,-57.426,-338.58,-8.7009
-67.261,-167.34,-43.947,57.332,-145.48,-65.239,-339.65,-6.0394
-70.729,-170.37,-46.74,56.678,-172.1,-76.517,-339.35,-5.7112
-73.175,-172.96,-48.547,56.221,-194.09,-90.499,-337.07,-6.4861
-74.278,-175.03,-49.599,55.333,-212.46,-106.27,-333.38,-7.6941
-74.348,-176.61,-50.76,53.834,-227.78,-123.6,-329.13,-9.3987
-74.168,-177.92,-52.699,51.781,-241.33,-142.64,-324.82,-11.934
-74.174,-179.05,-55.332,49.322,-253.64,-163.64,-320.37,-15.563
-74.59,-180.13,-58.315,46.649,-265.05,-186.19,-316.03,-20.1
-75.318,-180.96,-60.975,43.838,-275.66,-209.77,-312.35,-24.904
-76.144,-181.13,-62.413,41.226,-284.91,-232.55,-309.28,-28.965
-77.048,-180.61,-62.505,39.089,-292.42,-253.17,-306.3,-31.979
-78.268,-179.79,-61.856,37.472,-299.91,-271.03,-303.04,-34.361
-79.92,-179.15,-61.097,36.193,-309.01,-286.44,-300.03,-37.134
-81.6,-179.27,-60.868,35.587,-320.15,-299.17,-297.68,-40.555
-82.631,-180.09,-61.384,36.134,-331.95,-309.31,-295.33,-44.596
-82.819,-181.3,-62.594,38.452,-342.58,-318.18,-292.54,-50.011
-82.68,-182.09,-64.308,42.568,-352,-326.62,-289.39,-57.176
-82.492,-181.96,-65.993,47.77,-359.95,-334.89,-286.18,-65.958
-82.199,-181.34,-67.584,53.243,-366.25,-342.37,-283.26,-75.691
-81.581,-180.35,-68.953,58.427,-370.92,-348.61,-280.66,-86.231
-80.496,-178.89,-69.55,63.292,-374.76,-353.57,-278.31,-97.62
-78.984,-176.31,-67.604,67.852,-379.79,-357.72,-275.65,-110.82
-77.281,-172.68,-62.831,71.733,-386.46,-361.55,-271.98,-126.53
-75.871,-168.55,-57.299,75.082,-394.33,-364.96,-266.93,-144.18
-74.713,-164.21,-52.511,78.904,-402.22,-367.07,-260.64,-162.36
-73.347,-160.19,-48.824,82.635,-408.86,-367.96,-253.55,-178.83
-71.389,-156.62,-45.48,85.728,-413.96,-368.48,-245.93,-193.26
-68.841,-153.77,-42.354,87.457,-417.83,-369.93,-238.27,-205.99
-66.13,-151.35,-39.2,87.595,-421.54,-372.69,-230.92,-217.57
-63.855,-148.74,-35.422,85.701,-425.59,-376.22,-223.9,-227.45
-62.315,-145.71,-31.097,81.383,-429.69,-379.69,-217.24,-235.12
-61.323,-142.17,-27.902,76.12,-433.2,-382.15,-211.35,-240.97
-60.391,-138.4,-26.967,70.554,-435.86,-383.3,-207.03,-244.75
-59.307,-134.74,-27.829,65.313,-437.96,-383.3,-204.56,-246.21
-58.161,-131.75,-28.961,60.726,-439.91,-382.67,-203.04,-245.64
-57.468,-130.22,-29.351,56.511,-442.08,-382.51,-200.89,-244.33
-57.491,-130.19,-30.443,52.472,-444.53,-383.47,-197.23,-243.09
-58.077,-130.8,-34.067,47.815,-446.48,-385.37,-192.93,-242.68
-59.164,-130.79,-40.037,42.309,-446.87,-387.62,-189.36,-243.08
-60.935,-128.98,-46.439,36.124,-445.81,-389.71,-186.26,-243.16
-63.749,-125.47,-52.322,29.393,-444.61,-391.79,-182.33,-241.99
-66.65,-120.78,-57.721,21.92,-444.15,-393.48,-176.94,-239.52
-68.629,-116.12,-62.813,13.072,-443.81,-393.52,-170.81,-236.38
-69.579,-112.9,-67.99,3.0036,-442.33,-390.97,-165,-234.21
-70.049,-111.78,-73.967,-7.6356,-439.82,-385.94,-159.64,-234.13
-70.29,-113.14,-81.481,-17.996,-436.86,-379.28,-154.02,-235.48
-70.005,-116.21,-90.166,-27.281,-433.41,-371.84,-147.54,-236.23
-69.834,-120.4,-99.36,-35.392,-430.36,-365.31,-140.31,-234.89
-70.494,-125.43,-108.67,-43.241,-428.17,-360.71,-132.67,-231.55
-72.185,-130.82,-119.12,-51.992,-425.83,-357.12,-125.12,-226.78
-74.319,-135.86,-131.76,-61.944,-421.4,-352.69,-117.27,-221.23
-76.104,-139.23,-145.55,-72.013,-413.39,-345.74,-107.73,-215.29
-77.522,-140.25,-158.48,-80.972,-402.16,-336.22,-96.008,-208.93
-78.328,-138.15,-167.94,-88.17,-388.95,-324.65,-82.365,-201.94
-78.543,-133.47,-173.39,-94.149,-375.14,-312.08,-67.571,-194.86
-78.434,-127.84,-176.77,-100.34,-362.7,-299.74,-52.429,-188.65
-78.207,-122.8,-179.75,-106.88,-353.25,-288.51,-37.704,-183.13
-78.032,-119.41,-183.22,-113.43,-346.48,-279.67,-24.811,-177.33
-77.52,-117.6,-186.84,-120.24,-340.91,-273.19,-14.287,-170.77
-76.697,-117.34,-190.78,-128.47,-334.52,-268.42,-5.3909,-163.63
-76.018,-118.06,-196.07,-139.59,-326.14,-264.57,3.398,-156.34
-76.483,-119.48,-203.17,-153.68,-316.22,-260.27,12.929,-148.9
-78.545,-121.6,-211.4,-169.42,-305.21,-254.28,22.944,-141.05
-81.38,-123.73,-219.45,-184.72,-292.47,-245.52,32.737,-132.75
-83.779,-124.76,-226.88,-198.72,-277.13,-234.05,41.021,-124.6
-84.916,-124.38,-234.38,-211.31,-262.37,-221.97,46.818,-117.83
-84.898,-124.13,-242.09,-222.85,-254.02,-211.91,50.654,-112.89
-84.05,-125.04,-250.02,-233.24,-252.52,-203.99,53.712,-108.93
-82.507,-126.44,-258.02,-241.61,-251.69,-195.08,56.999,-104.29
-80.113,-126.83,-264.99,-246.53,-245.64,-182.59,62.092,-98.139
-77.057,-125.48,-270.21,-247.91,-233.47,-166.71,69.898,-90.798
-73.809,-122.76,-272.95,-248.87,-217.02,-148.58,79.921,-82.235
-70.484,-119,-272.94,-252.65,-198.72,-129.52,90.751,-72.135
-66.535,-114.3,-269.85,-259.63,-180.54,-110.37,100.13,-61.159
-61.545,-108.74,-264.29,-266.86,-163.13,-92.167,106.02,-51.312
-55.868,-101.83,-256.92,-270.89,-146.59,-76.268,108.25,-43.629
-50.186,-93.079,-247.7,-270.79,-130.82,-62.818,107.9,-36.52
-45.655,-83.273,-237.52,-267.73,-115.58,-50.955,105.49,-27.316
-42.914,-74.101,-227.03,-262.67,-100.3,-39.848,101.32,-15.254
-41.938,-66.864,-217.17,-256.25,-85.012,-28.946,95.759,-2.6021
-41.998,-61.002,-208,-248.48,-69.804,-18.107,88.912,7.8893
-41.316,-54.951,-198.9,-238.63,-55.08,-8.079,80.138,15.364
-38.834,-47.576,-188.95,-226.7,-42.932,0.71201,67.931,20.16
-35.103,-38.869,-176.66,-213.9,-34.874,8.6427,52.488,22.152
-31.812,-29.912,-162.4,-201.63,-30.989,16.441,37.757,23.141
-30.016,-22.317,-148.37,-191.76,-27.5,25.532,28.849,27.102
-29.501,-17.458,-136.76,-184.4,-19.596,35.464,26.566,34.36
-29.906,-14.728,-128.45,-177.8,-7.8791,43.405,26.263,41.601
-31.014,-12.023,-122.87,-171,4.1435,48.371,23.603,46.719
-32.784,-9.6281,-119.59,-164.84,13.748,52.136,17.545,49.503
-34.662,-9.7775,-117.54,-160.17,22.058,58.267,9.7319,50.585
-35.251,-12.981,-115.25,-155.65,32.049,68.661,2.4593,51.814
-33.72,-16.837,-111.4,-149.98,43.851,81.543,-1.7325,55.546
-30.243,-17.383,-105.16,-144.24,55.077,95.545,-0.35167,62.628
-25.833,-12.867,-97.517,-140.94,63.406,110.42,7.0056,72.96
-21.47,-3.5992,-90.01,-140.35,70.005,126.02,20.523,87.337
-18.04,8.4794,-83.772,-141.13,78.327,140.79,38.474,105.36
-16.532,19.618,-79.155,-142.55,90.36,151.61,55.925,123.33
-16.601,26.654,-75.513,-144.61,104.27,156.62,69.391,137.49
-17.202,28.698,-72.679,-146.26,116.13,156.12,77.95,146.77
-17.486,28.026,-70.576,-145.71,124.21,152.77,82.979,153.24
-17.596,29.13,-68.54,-140.9,130.42,151.13,86.772,160.23
-17.617,35.023,-65.155,-130.76,139.02,155.93,91.701,170.04
-16.854,45.177,-59.76,-116.37,152.31,168.8,100.98,183.54
-14.587,57.803,-52.889,-99.285,169.65,187,114.96,199.88
-10.312,70.719,-43.761,-77.414,188.98,206.27,132.65,217.26
-3.8004,82.64,-31.016,-47.956,208.04,224.99,154.94,233.94
5.1917,93.365,-14.544,-10.671,226.53,244.5,184.2,248.84
16.347,103.7,3.8064,30.089,246.47,266.32,219.95,262.17
28.972,115.4,21.559,68.311,270.44,290.82,261.6,275.12
42.5,128.66,37.615,105.38,297.05,316.94,307.94,289.66
57.293,144.05,52.329,146.75,323.05,345.59,350.47,308.67
74.315,163.46,67.736,191.92,349.93,381.21,385.63,334.62
104.89,191.48,86.509,234.52,381.84,435.04,414.15,372.7
151.58,230.47,109.69,273.83,419.77,510.86,435.58,423.7
197.98,277.52,135.38,309.54,459.87,591.03,450.68,469.51
237.67,320.89,160.3,338.86,499.91,663.96,460.63,497.98
272.48,344.58,182.37,363.9,540.54,719.12,468.35,513.03
303.74,354,203.71,387.94,581.11,755.04,476.5,522.46
331.5,360.35,227.1,413.46,621.61,784.64,486.5,532.86
355.1,364.41,253.12,440.89,662.97,812.44,498.63,543.89
374.95,366.29,277.22,468.71,699.39,838.35,511.2,553.43
392.65,367.19,296.44,495.18,727.21,861.06,523.79,561.69
410.17,369.87,310.75,521.2,749.07,881.74,539.03,569.78
427.91,375.46,321.48,549.12,771,903.71,558.85,578.49
446.13,385.11,330.73,581.34,797.03,930.62,583.7,588.73
464.83,398.69,337.96,617.15,825.89,961.42,612,600.12
482.71,414.09,343.93,653.92,856.31,990.91,641.19,611.74
498.71,429.25,349.88,690.88,884.72,1015.8,670.69,623.45
514,442.71,357.94,732.17,910.8,1036.8,701.24,636.98
529.93,455.7,369.01,781.65,937.25,1058,734.05,654.73
546.59,471.47,383.67,837.95,968.54,1083.3,769.74,677.48
563.57,492.28,402.16,896.57,1007,1113.7,806.82,705.14
579.97,515.54,422.22,952.8,1047.8,1144.3,840.35,735.25
594.48,535.37,441.42,1004.8,1085,1166.7,867.3,763.51
605.88,548.28,457.16,1052.5,1112.1,1174.7,887.9,785.79
613.83,555.28,467.92,1095.7,1123.4,1167.1,901.55,799.72
617.18,558.46,475.23,1135.2,1115.3,1147.9,906.39,804.48
613.5,556.84,481.05,1170.7,1089.2,1121.2,901.24,799.13
602.28,547.26,485.98,1200.3,1055.4,1089.6,887.89,784.52
585.25,531.16,489.64,1223.1,1024,1057.1,868.7,763.8
563.06,512.37,491.68,1238.8,999.03,1026,844.58,738.24
537.2,490.12,489.32,1247.9,977.86,992.91,817.02,706.54
508.46,462.81,477.16,1250.2,954.96,954.22,785.65,669.29
476.14,430.94,453.43,1246.8,927.98,910.04,748.7,629.31
440.06,396.78,422.31,1238.4,895.94,860.27,703.83,588.47
402.39,362.7,391.61,1227.4,857.54,803.78,652.6,546.68
366.84,329.47,365.65,1214.7,812.17,738.65,597.53,503.28
334.11,295.44,342.93,1199,761.39,669.84,539.14,458.76
303.59,257.77,320.44,1178.5,707.62,605.09,481.02,412.8
274.41,217.43,295.7,1152.6,653.14,544.36,425.73,366.39
245.11,176.97,269.31,1120.2,599.02,484.62,374.02,320.42
214.64,136.18,244.08,1082.6,543.83,423.94,325.22,273.66
184.33,94.172,221.67,1045.2,488.52,366.07,279.98,226.56
155.83,51.107,200.69,1012.1,435.38,314.99,238.69,179.99
129.81,10.979,179.32,984.85,385,270.35,200.92,134.93
106.05,-24.476,156.9,961.46,337.97,230.73,165.5,91.171
84.07,-55.761,134.07,939.41,296.59,194.98,131,49.786
63.407,-83.163,111.97,915.65,261.64,161.23,96.507,13.53
43.147,-107.24,91.744,886.97,230.18,127.04,62.234,-15.869
22.992,-128.51,73.679,853.35,198.22,90.825,28.424,-39.9
2.8193,-149.13,56.304,816.25,162.88,52.703,-8.38,-63.263
-18.184,-170.58,38.553,775.28,123.62,14.554,-50.578,-89.439
-41.06,-193.68,19.832,729.08,81.844,-21,-98.009,-118.51
-65.381,-218.22,-0.62719,677.9,39.856,-53.031,-146.57,-148.22
-89.573,-242.45,-22.37,622.1,0.062055,-82.325,-190.71,-177.38
-112.85,-264.35,-42.804,557.72,-36.69,-110.8,-231.38,-206.31
-134.99,-283.52,-60.051,474.38,-70.372,-140.63,-273.63,-236.07
-155.76,-302.24,-74.82,360.52,-100.56,-170.89,-321.38,-269
-175.2,-323.38,-89.367,214.73,-128.65,-198.92,-375.03,-307.84
-193.87,-347.79,-105.66,54.661,-157.26,-224.63,-433.32,-350.84
-213.46,-374.94,-122.74,-88.806,-188.84,-251.61,-495.43,-393.83
-235.28,-403.38,-137.35,-187.39,-223.91,-282.3,-560.48,-436.1
-260.37,-432.91,-147.51,-230.46,-260.53,-315.65,-628.13,-478.5
-288.47,-462.51,-153.14,-234.45,-295.81,-348.95,-697.03,-520.75
-317.7,-490.24,-155.85,-230.15,-326.81,-378.61,-764.32,-561.07
-346,-516.45,-158.49,-240.52,-352.85,-402.59,-828.31,-598.24
-371.36,-542.46,-165.72,-271.17,-375.01,-420.75,-888.09,-632.69
-393.68,-569.35,-179.71,-315.13,-394.75,-434.8,-944.06,-664.88
-414.1,-596.88,-199.18,-367.04,-413.58,-446.99,-992.71,-696.78
-433.44,-623.84,-222.48,-435.23,-432.67,-460.79,-1029.6,-731.01
-451.66,-649.8,-248.32,-528.53,-454.06,-479.11,-1056.8,-767.74
-468.16,-674.04,-275.55,-630.7,-479.73,-502.86,-1078.9,-804.44
-481.75,-693.25,-301.9,-711.18,-506.57,-529.97,-1101.6,-836.53
-491.85,-706.48,-327.47,-755.73,-529.4,-557.22,-1124.9,-861.75
-499.05,-714.47,-355.79,-771.78,-547.32,-583.93,-1144.4,-878.66
-504.81,-717.84,-386.65,-776.86,-561.06,-608.88,-1159.1,-890.02
-512,-718.12,-414.41,-789.18,-569.98,-629.93,-1168.4,-900.9
-520.97,-715.86,-437.2,-810.07,-572.51,-645.35,-1171,-911.38
-527.64,-707.4,-457.91,-823.26,-570.5,-655.14,-1168,-915.77
-529.89,-693.73,-476.24,-819.52,-570.43,-662.69,-1159,-908.63
-529.77,-681.41,-489.92,-797.09,-576.35,-671.38,-1141.5,-887.86
-528.06,-670.4,-502.24,-761.37,-587.19,-681.1,-1115.6,-862.7
-524.49,-658.51,-515.34,-726.31,-600.83,-690.27,-1084.8,-841.96
-519.52,-645.36,-527.09,-710.43,-615.64,-697.68,-1051.9,-822.51
-513.18,-631.51,-532.89,-724.98,-631.07,-703.31,-1018.4,-802.89
-505.87,-616.86,-529.8,-761.79,-645.71,-707.95,-986.18,-783.24
-497.42,-600.25,-519.94,-802.48,-656.75,-712.75,-955.94,-762.95
-486.34,-580.1,-507.83,-830.01,-662.46,-717.6,-926.48,-740.66
-472.57,-557.06,-497.29,-836.88,-663.22,-720.67,-899.65,-716.62
-457.48,-531.27,-486.47,-824.35,-661.98,-721.58,-878.5,-692.51
-442.67,-504.3,-471.67,-798.76,-661.68,-721.19,-864.78,-668.71
-428.78,-475.87,-451.01,-766.56,-663.43,-720.32,-856.77,-643.27
-416.14,-445.5,-425.63,-732.31,-668.32,-721.05,-849.91,-620
-404.84,-415.55,-399.03,-700.48,-676.94,-723.65,-840.97,-602.54
-394.13,-391.86,-372.57,-674.38,-688.24,-725.48,-830.34,-587.52
-382.8,-374.96,-343.6,-662.38,-700.66,-725.52,-821.09,-575.48
-369.5,-360.79,-308.65,-674.96,-715.36,-728.15,-814.57,-568.7
-353.99,-349.53,-269.33,-716.28,-734.48,-739.32,-810.2,-564.83
-336.96,-342.35,-232.78,-789.71,-761.09,-762.27,-807.76,-561.12
-319.27,-337.52,-204.47,-897.51,-800.35,-799.26,-807.75,-555.16
-301.44,-333.59,-185.6,-1033.5,-849.82,-844.2,-810.72,-547.66
-283.54,-332.05,-176.7,-1177.8,-894.43,-889.23,-817.74,-541.16
-267.19,-333.34,-181.69,-1285.8,-920.89,-930.51,-829.96,-541.06
-252.95,-339.52,-199.03,-1330.1,-930.26,-965.37,-846.17,-551.41
-241.29,-352.61,-218.95,-1318,-928.5,-993.88,-861.69,-570.57
-234.38,-370.12,-235.23,-1268.1,-922.21,-1015.8,-871.08,-592.85
-232.17,-384.73,-247.3,-1196,-915.89,-1029.7,-869.27,-611.95
-231.99,-394.97,-254.08,-1109.4,-913.18,-1035.3,-855.11,-626.3
-231.72,-405.44,-251.88,-1016.8,-914.72,-1033.6,-831.04,-638.11
-230.68,-418.05,-242.38,-934.52,-916.41,-1025.2,-801.42,-648.98
-228.37,-428.27,-232.27,-883.58,-916.13,-1013.9,-765.31,-658.42
-224.5,-434.45,-227.1,-864.88,-915.62,-1003.6,-719.91,-666.73
-217.64,-436.86,-225.87,-867.25,-915.62,-995.74,-661.17,-671.54
-206.15,-433.77,-223.16,-881.47,-914.38,-988.57,-588.96,-669.19
-189.59,-421.65,-214.29,-911.75,-906.19,-975.98,-502.54,-656.48
-168.28,-398.48,-197.26,-960.33,-887.46,-952.63,-402.43,-632.9
-143.54,-366.7,-173.86,-1016.2,-858.7,-917.19,-293.79,-601.15
-118.04,-329.5,-147.23,-1064.1,-822.72,-874.21,-177.12,-562.96
-94.331,-287.43,-120.15,-1093.4,-782.65,-828.88,-54.328,-519.55
-72.724,-240.16,-93.87,-1107.8,-741.04,-782.26,72.578,-473.24
-52.987,-190.74,-69.563,-1097.6,-701.75,-735.77,201.13,-426.02
-35.636,-143.42,-50.592,-1050.1,-667.27,-691.55,329.24,-378.24
-24.031,-105.24,-44.146,-960.11,-640.8,-654,455.35,-333.4
-19.801,-79.381,-49.678,-833.1,-622.36,-623.93,578.37,-294.83
-23.525,-66.594,-61.589,-691.14,-609.56,-600.43,695.55,-263.72
-34.691,-63.183,-79.581,-555.71,-600.6,-582.75,806.95,-237.88
-53.982,-63.64,-106.64,-442.37,-593.4,-569.12,911.73,-216.41
-81.318,-70.458,-144,-352.5,-587.29,-558.95,1009.2,-202.36
-112.73,-86.265,-188.64,-282.08,-581.97,-552.93,1094.8,-196.52
-147.37,-111.86,-237.4,-226.04,-577.23,-552.43,1167,-197.58
-181.82,-145.75,-285.44,-183.45,-571.8,-555.96,1218.9,-202.46
-213.3,-183.17,-328.4,-151.02,-564.41,-559.94,1253.5,-208.77
-241.37,-217.38,-362.81,-121.61,-553.43,-560.23,1285.3,-213.34
-267.03,-242.88,-387.89,-92.417,-538.37,-554.68,1314.6,-212.39
-291.74,-258.91,-406.67,-66.636,-523.2,-545.57,1334.7,-205.62
-316.16,-269.92,-423.87,-44.373,-513.29,-539.35,1341.8,-195.64
-339.83,-280.46,-441.66,-21.96,-510.47,-540.9,1337.5,-185.4
-360.6,-292.36,-458.4,1.0863,-511.62,-547.86,1321.8,-176.8
-374.68,-303.7,-470.96,28.116,-513.04,-550.88,1298.2,-169.65
-382.05,-311.65,-477.26,61.399,-512.94,-543.1,1268.5,-162.59
-385.94,-315.09,-477.26,103.93,-510.69,-525.5,1233.6,-154.03
-387.61,-315.68,-472.48,155.13,-506.19,-504.5,1198.1,-143.74
-386.47,-314.59,-463.44,202.38,-498.61,-484.4,1169.1,-130.07
-380.81,-311.62,-449.21,239.7,-487.59,-463.5,1150.1,-110.8
-368.77,-305.24,-428.73,264.22,-472.52,-438.27,1136.6,-83.93
-349.7,-292.29,-401.4,276.94,-451.7,-406.38,1119.8,-48.518
-323.56,-269.31,-367.33,284.08,-422.28,-368.09,1091.1,-4.7641
-292.26,-237.14,-328.08,288.93,-385.11,-326.69,1046.1,43.644
-261.05,-204.9,-289.03,294.38,-346.83,-288.27,985.26,90.424
-232.42,-176.68,-255.22,297.41,-311.41,-256.65,910.45,133.39
-208.59,-152.47,-229.98,295.8,-279.96,-233.18,823.97,169.78
-187.16,-131.48,-211.65,289.12,-250.61,-214.08,726.53,200.66
-164.89,-111.13,-196.46,278.8,-222.23,-193.67,624.31,229.32
-142.14,-88.772,-182.75,268.85,-196.7,-169.96,531.62,256.99
-122.12,-66.691,-172.38,260.04,-175.27,-145.92,464.01,280.56
-106.43,-50.907,-167.22,250.57,-156.72,-125.13,410.53,295.53
-90.457,-43.251,-163.82,240.41,-135.64,-106.78,343.82,303.49
-71.3,-40.562,-157.13,229.48,-109.05,-88.927,253.48,310.25
-44.685,-34.399,-140.89,220.75,-75.565,-67.097,140.56,322.86
-11.642,-21.819,-113.62,217.55,-35.724,-37.042,18.134,342.91
23.834,-3.4092,-79.706,220.05,9.3335,3.5475,-90.666,369.41
60.844,20.547,-44.843,225.19,58.716,52.803,-165.71,400.48
99.034,45.425,-13.377,227.29,107.93,101.92,-202.78,429.94
139.58,69.127,14.088,224.15,154.52,145.07,-219.48,455.51
180.64,91.682,36.73,214.89,195.32,178.77,-241.06,477.47
219.44,113.58,54.158,199.72,229.11,202.47,-280.93,496.57
252.72,132,68.24,179.23,257.16,217.32,-333.82,513.06
280.4,145.26,81.404,154.89,281.08,225.48,-384.54,524.42
302.61,153.96,91.832,126.03,301.61,229.72,-422.37,526.24
317.27,155.1,94.512,89.279,317.12,228.26,-447.83,515.61
322.28,146.71,87.57,42.738,325.93,217.32,-468.35,492.52
318.8,129.86,74.682,-12.705,327.57,197.24,-490.1,459.97
312.5,108.61,61.279,-69.409,324.54,176.31,-513.04,424.69
306.99,88.865,51.639,-119.66,320.12,163.6,-532.55,393.93
303.7,75.353,51.527,-159.41,318.58,164.96,-548.01,372.04
302.06,65.555,62.651,-190.37,320.55,177.17,-568.16,355.35
301.15,52.507,80.79,-216.6,324.89,192.81,-607.84,337.61
300.08,33.762,100.5,-240.31,332.83,207.61,-676.67,316.48
299.76,14.541,118.39,-263.23,346.06,221.84,-774.19,295.26
302.13,1.3312,135.05,-286.6,367.23,239.88,-894.12,278.49
307.24,-3.2508,154.53,-311.34,392.79,260.91,-1026,269.2
313.44,-1.4197,177.08,-336.87,415.32,281.46,-1159.5,266.79
317.61,1.4818,195.48,-361.14,429.2,297.34,-1282.7,265.96
